duration,artist_name,title,bars_confidence,danceability,energy,key_confidence,loudness,mode_confidence,song_hotttnesss
248.78975,Stevie Ray Vaughan,Crossfire,119,69.034856283255,7.84376043281807,0.754,-7.805,0.597,0.0
195.3171,John Hammond,"b""I Cant Be Satisfied""",96,59.24469027168738,84.3159453917304,0.98,-10.7,0.753,0.0
175.72526,Casiotone For The Painfully Alone,Nashville Parthenon,101,84.92332174813214,81.25075167861219,0.522,-10.93,0.474,0.7858922883883538
217.23383,Ec8or,Cocain Ducks,86,65.14437962782516,28.665786892375568,0.005,-9.493,0.305,0.0
344.05832,The New York Dolls,Human Being,881,38.96382490632263,90.43700193661172,0.425,-9.253,0.486,0.5616924111789523
251.42812,Eliane Elias,The More I See You,70,3.2712568615427595,64.2370788775956,0.391,-12.009,0.319,0.4348380902608562
269.7922,Lost Boyz,Certain Things We Do,101,72.26515060641165,86.16629232336376,0.715,-11.043,0.614,0.4051157216913865
206.05342,The Germs,Forming,464,1.584244917721478,61.32423427078905,0.641,-11.506,0.597,0.0
190.04036,Yamandu Costa,Mafu\xc3\xa1,156,49.22926893563542,50.526673505897755,0.105,-14.179,0.433,0.0
241.162,Chris Rea,Driving Home For Christmas,178,14.542523410410613,83.60072701810262,0.222,-8.531,0.403,0.767727748373397
122.64444,Perrey And Kingsley,Spooks In Space,50,3.8863343557634766,45.513298353294196,0.61,-8.541,0.489,0.4348380902608562
207.0722,Eurythmics,Tous Les Gar\xc3\xa7ons Et Les Filles,55,24.513757577574836,60.48820793987847,0.442,-6.629,0.371,0.3829350900750192
300.79955,Francis Dunnery,Too Much Saturn,154,44.474288564095524,53.380558795100484,0.666,-13.33,0.658,0.6104742577715245
228.46649,John Cale,Movement 4 [from Kiss] (Album Version),523,6.930453870414254,94.66221102295795,0.458,-12.412,0.602,0.2265553139555314
239.59465,Suzanne Ciani,Stream,105,27.443724415768333,57.43030511825995,0.527,-21.552,0.613,0.4159831182884585
228.93669,Vickie Winans,Make Me Over,100,15.511699412423974,36.7278093715557,0.172,-8.686,0.369,0.0
165.61587,The Berzerker,Deform (live),163,68.9589139835619,78.18164704168923,0.108,-6.222,0.256,0.0
187.92444,Kings Of Leon,Wicker Chair,89,78.51725551516172,59.19990728843779,0.612,-5.907,0.735,0.6859402266976852
276.50567,Edith Lefel,"b""An ti chans""",114,84.61831787085562,86.07100238220585,0.29,-4.638,0.389,0.0
200.25424,Taras,"b""I Will Love Again (JJs Club Radio)""",104,92.34938964719515,29.987775241685778,0.056,-5.884,0.283,0.0
144.50893,NOFX,Stickin In My Eye,87,7.560068696048139,93.36065691175175,0.093,-7.787,0.423,0.6712360269845353
285.17832,Murskahumppa,Ota kiinni,166,49.378855625413195,92.10760934418076,0.379,-8.488,0.401,0.0
246.69995,Soda Stereo,Entre Can\xc3\xadbales,114,39.535465474554144,21.74158909425583,0.161,-9.603,0.205,0.6261657596688281
84.03546,Bruce Rowland,Rosemary Recalls,39,90.56578293828146,28.214578574627534,0.469,-26.266,0.591,0.0
273.52771,Xcultures,Sudanese Dance,139,42.309592647421844,38.4831551793018,0.652,-6.305,0.694,0.1992382620006783
298.84036,White Heart,Where The Thunder Roars (Tales Of Wonder Album Version),140,41.256377432661914,54.72989955142671,0.596,-9.998,0.567,0.26586104921065
161.38404,Heavy D / McGruff,Wanna Be A Player,64,87.53515581610132,82.41803285078703,0.665,-9.161,0.606,0.2377339416224746
209.29261,Van Halen,Panama (Remastered Album Version),487,83.1314244196233,93.64928319429121,0.455,-4.865,0.48,0.8244821296824321
229.61587,Black Eyed Peas,"b""Lets Get It Started""",100,84.9940560648629,27.02501284930171,0.205,-4.882,0.332,0.6244254932707666
426.89261,Nine Inch Nails,Metal,110,5.715388980877112,36.370876547801466,0.05,-12.951,0.395,0.6355366486226686
269.26975,Nick Cave & The Bad Seeds,She Fell Away (2009 Digital Remaster),161,20.3800530982842,19.32082919678083,0.052,-11.751,0.142,0.0
249.41669,Nadine Renee,Next Time,169,29.411684641550295,36.97901145152135,0.883,-6.693,0.728,0.1987853487652442
136.48934,Lesley Gore,"b""Its My Party""",292,42.841886939729456,9.89029085699633,0.386,-9.091,0.632,0.0
233.27302,Smartbom,Complicate It,127,13.839422281584678,20.412001298123027,0.53,-2.658,0.501,0.0
187.24526,Suburbs,Monde De Fou,549,78.27226651670462,59.28465091301972,0.842,-4.42,0.721,0.2490657948537034
72.61995,Emperor,Opus a Satana (Part 2),25,87.42931175025578,17.87565874813485,0.0,-11.051,0.0,0.0
272.63955,Julien Clerc,This Melody (Live),108,48.99304677978728,80.84529840246198,0.633,-9.97,0.605,0.0
142.75873,Glen Campbell,"b""Im Gone This Time""",78,80.15294703109439,66.43383943998057,0.62,-11.335,0.814,0.0
194.11546,T.G. Sheppard,You Feel Good All Over,259,25.271820115801912,64.45879397104255,1.0,-15.581,0.886,0.3827232807891977
195.91791,Slim Whitman,Indian Love Call,73,34.568135882258055,22.895129060146502,0.883,-11.98,0.735,0.0
118.33424,Savage Garden,You Can Still Be Free,27,28.037720222132776,58.90682395887402,0.0,-11.215,0.0,0.0
288.41751,Queens Of The Stone Age,I Never Came,139,79.51603888874598,13.495361391358374,0.08,-8.165,0.665,0.7251212835673101
123.21914,Hank Penny & The Lincoln Penny Orchestra,Dixie,251,60.81303644488041,57.163900243367905,0.278,-12.69,0.482,0.0
283.76771,Inspiral Carpets,Commercial Reign,132,48.291913787516506,88.76130031832358,0.823,-8.7,0.69,0.6651722407621973
239.3073,Borialis,Hourglass,80,79.91202940234375,9.205380502348959,0.569,-5.758,0.601,0.5546547674656118
206.75873,The Dirty Skirts,Wake,117,6.801007788765034,85.02407361380084,0.613,-4.907,0.656,0.3041695034352751
134.81751,Flor Silvestre,Caricia Y Herida,233,90.97187847272873,75.644437371303,0.847,-8.133,0.646,0.0
285.64853,B\xc3\xa9zu,Le tortillard,148,28.910159406997693,36.67666260331585,0.508,-9.093,0.343,0.0
124.18567,Redman,WKYA (drop),29,58.98973004188595,13.862404106319426,0.074,-10.296,0.492,0.5701059300583878
134.08608,Solistiyhtye Suomi,Ter\xc3\xa4slintu,295,68.28750751214153,66.37331848099939,0.718,-12.839,0.674,0.0
155.61098,Eddie Cantor,"b""Nows The Time To Fall In Love""",298,12.53030464728081,56.62325774045153,0.599,-13.71,0.517,0.0
275.40853,Schizoid,Grim Prospects (Gross Prospects - Bad Trip Remix),116,11.549493865474503,83.05993796283856,0.376,-2.119,0.334,0.0
223.4771,Kai Winding,Mangos,102,87.6127074175128,64.40245976779828,0.0,-14.438,0.138,0.0
443.24526,Sonny Simmons,A Distant Voice,51,41.733631624663815,50.652674849107115,0.0,-13.002,0.051,0.2707759989463275
177.81506,Mira,Openbare Weg,60,0.2305108787276744,50.3053151541668,0.695,-12.004,0.673,0.0
385.33179,Citizen Kaned,President Johnson,172,20.167461897214565,9.687445646341708,0.822,-8.37,0.503,0.0
324.44036,The Brooklyn Tabernacle Choir,Lead Me Lord,231,52.989341980394364,47.0664459961468,0.558,-11.829,0.718,0.4051157216913865
275.12118,Ellen McIlwaine,Spontanous Combustion,148,81.20209027057948,36.9333827379174,0.699,-6.29,0.527,0.2427418789494682
294.66077,Vince Guaraldi / Bola Sete,Choro,205,87.75043654983776,26.700223773196452,0.238,-15.761,0.07,0.3867901771390143
193.20118,Maurice Chevalier,Ma Louise,63,50.39048001895853,35.48797252936159,0.371,-27.433,0.484,0.0
357.82485,Carl Cox Vs Yousef,I Want You (Forever),154,57.58893580893671,75.16323652357624,0.485,-5.701,0.427,0.5112548351002428
198.3473,Organized Konfusion,Hate,144,67.38396317909829,99.77964488810484,0.306,-8.709,0.22,0.4604848449864154
261.95546,Martina McBride,"b""I Cant Stop Loving You""",140,61.2437466459849,19.923012683286036,0.96,-13.627,0.634,0.4882898760373452
176.27383,Horace Andy,Thank You Lord,109,89.2746826844651,71.12151862894419,0.171,-11.479,0.239,0.0
220.89098,Nazz,How Can You Call That Beautiful (Stewkey Vocal),107,6.443657541383352,90.03996304324575,0.606,-6.302,0.475,0.0
235.91138,Tyrone Davis,"b""Cheatin In The Next Room""",156,87.46048224921459,76.13266152003347,0.46,-10.466,0.379,0.0
239.59465,Hot Tuna,Candy Man,680,98.3724378141615,7.46194095871221,0.601,-9.275,0.563,0.0
171.49342,Richard Burton,I See The Boys Of Summer,99,79.20433034619612,2.3287971147075703,0.45,-37.398,0.685,0.0
266.05669,Rory Block,Three Is a Crowd,392,70.36288134345435,46.677158749100734,0.936,-13.836,0.763,0.0
329.27302,Boyz II Men,On Bended Knee,155,68.59091094310816,35.1956676464496,0.497,-7.103,0.491,0.3458022339653294
198.922,Howard Armstrong,My Four Reasons,103,95.77432704497771,28.770000480393055,0.0,-13.495,0.094,0.3335548072764493
283.21914,Donny Hathaway,Little Girl (LP Version),172,34.62292676334624,2.6314260777279275,0.499,-15.144,0.652,0.6173656175717818
238.68036,Miguel Gallardo,Eternamente Amame,122,71.80813998558591,33.55159933663296,0.458,-12.991,0.542,0.0
254.06649,Les Ogres De Barback,Niev nietch nievitch,589,47.598206821960595,45.934788301065865,0.446,-6.01,0.383,0.3943948561005826
184.31955,DJ X-Change featuring DJ Joey A,Come Over,111,61.989601884934395,92.95585954582876,0.0,-5.58,0.0,0.0
311.40526,Morel,Blue Taxi,139,74.50137830693377,72.84988815104761,0.685,-4.313,0.611,0.0
162.53342,Tony Joe White,I Want Love (Tween You & Me) (Album Version),115,19.5155436363857,10.372344668024613,0.243,-17.285,0.297,0.3747968370214053
212.37506,Wolfmother,White Feather,96,29.73525977416228,17.143552646277293,0.372,-5.931,0.207,0.0
338.33751,The Roches,Christlike Roche,179,10.746071328508844,19.419701343166917,0.626,-14.248,0.575,0.26586104921065
126.51057,Bob Margolin,You Rascal You,55,35.763644687103714,58.76586492328456,0.228,-12.651,0.374,0.2337964742417994
205.58322,Thomas Battenstein,Sympathy,103,9.305000441906186,93.74032852009945,0.825,-16.056,0.836,0.0
193.4624,Jupiter Rising,They Say (Album),92,76.08111577501178,97.23892712517198,0.373,-5.913,0.548,0.2150803185092279
127.4771,Dharma Bums,"b""Simons Folly""",322,74.83070763027524,82.48007654449937,0.81,-5.541,0.864,0.0
234.762,Saafir,Crawl Before You Ball (Album Version),184,1.3933212445842669,95.55406297962496,0.172,-6.019,0.026,0.0
292.8322,The Verve Pipe,Medicate Myself,158,91.31722578237228,53.70834055711761,0.295,-4.953,0.196,0.4663048307572863
241.10975,Bob Neuwirth,Biding Her Time,200,95.74537337491194,7.307512752479573,0.965,-18.114,0.744,0.480610618387753
270.68036,Marvin Sapp,More And More  (LP Version),186,72.97704194306877,65.15246945443496,0.33,-11.061,0.526,0.2656833797102308
188.73424,James Hunter,Cowboy Ways,87,49.517630764855234,48.206712425091034,0.862,-7.04,1.0,0.0
211.80036,Nelson Ned,Brasas Vivas,123,95.29360779872313,30.118726214809367,0.519,-15.358,0.525,0.0
254.32771,Mish Mash,Kolomeyke,635,46.61726256299791,3.789983944184372,0.64,-11.213,0.692,0.0
210.36363,Cama,In This Life,525,26.739101157219515,73.47701436427764,0.645,-5.904,0.683,0.0
301.81832,Maxi Priest,"b""Groovin In The Midnight""",309,59.17418022156288,82.3506058359273,0.683,-8.095,0.549,0.3458022339653294
416.80934,Porcupine Tree,Waiting,169,45.14596764554153,59.96632419808113,0.644,-7.982,0.607,0.8251735403780842
413.36118,Ragheb Alama,"b""Achek Ouyounik (2009 Digital Remaster)""",325,73.12928580249121,7.260830312055755,0.056,-8.804,0.306,0.0
117.002,Foo Fighters,Hell,72,81.03788874023228,22.391936790870226,0.458,-5.699,0.44,0.0
217.36444,Shakira Featuring Wyclef Jean,"b""Hips Dont Lie (featuring Wyclef Jean)""",89,25.031185879246255,46.651598257436646,0.805,-5.152,0.688,0.7373853102276186
122.72281,The Avengers,Juoksuhauta-twist (El\xc3\xa4m\xc3\xa4 juoksuhaudoissa),93,60.80191826620237,51.55650359280789,0.0,-9.965,0.149,0.0
203.98975,Robben Ford,I Got Over It (Album Version),126,30.584772646275237,32.26071688793202,0.236,-11.976,0.384,0.4721211195395944
192.44363,Brazilian Tropical Orchestra,One Less Bell To Answer,187,93.68446038773872,55.276481005889245,0.084,-10.229,0.405,0.0
285.36118,Gil Semedo,Festa,141,14.683165952188181,69.56149695989068,0.321,-6.284,0.421,0.3920087714713069
225.12281,Soda Stereo,Te Hacen Falta Vitaminas,637,19.920626930811913,11.547859705981644,0.0,-3.818,0.036,0.0
123.66322,Xmilk,Sense And Trick,51,44.11081045014611,24.424306557525068,0.138,-4.633,0.452,0.0
525.16526,Dolce; Oscar G.,Fire (Oscar G Space Vocal Mix),273,18.816005810048388,25.648293031753578,0.386,-5.602,0.417,0.0
204.06812,Britt Nicole,Hanging On (Medium Key Performance Track Without Background Vocals),128,0.7459674929089388,85.61591774803233,0.606,-5.157,0.514,0.2364201822307364
166.00771,Schizoid,Grim Prospects (Version 2 Remix),72,28.005579701742732,52.352752800403934,0.441,-1.925,0.372,0.0
219.01016,Toni Braxton Featuring Shaggy,Christmas In Jamaica,135,72.37284209970983,50.58614888071048,0.782,-5.21,0.662,0.0
127.9473,Perrey And Kingsley,Gossippo Perpetuo,68,31.66929103915467,28.02968362306586,0.655,-12.717,0.525,0.4444017145228514
570.90567,Sven Tasnadi,2190 Dias Contigo,292,99.371439705186,12.967671423432204,0.792,-12.28,0.646,0.0
230.00771,Eddie,No Control,134,51.840573977962165,51.23154445661909,0.858,-9.748,0.606,0.0
240.74404,Enthroned,The Vitalized Shell,77,36.65792370719599,20.296607420303513,0.735,-4.878,0.838,0.5430528641992896
192.20853,Suzanne Ciani,Mozart,143,30.535806753341365,31.18556669056922,0.523,-23.988,0.537,0.6085000789194116
152.0322,Milan Band,Ciao Milan,61,59.32785992435111,44.51520498130142,0.656,-9.414,0.393,0.0
215.30077,Johnny Osbourne,Lend Me Your Chopper,143,48.098477065391755,58.81020073742532,0.445,-9.741,0.496,0.0
155.21914,Dolly Parton,Letter To Heaven,94,29.128337280913485,59.46118550985877,0.0,-11.965,0.181,0.0
207.12444,Rance Allen Group,Heaven is Where The Heart Is,374,58.76980490851884,52.7471515979283,0.662,-12.779,0.756,0.0
428.56444,Pearl Jam,Inside Jo,250,32.244855306258316,72.39564284938773,0.743,-8.403,0.727,0.6593046691644056
185.7824,Natalie Cole,Take A Look  (LP Version),265,67.15785148433957,23.83136618635423,0.015,-13.251,0.236,0.0
654.28853,Mastodon,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),325,78.26153860049195,68.61389964280579,0.539,-5.884,0.617,0.6266128026956008
306.72934,Kiril Valeri,Bulgarian Dream,114,96.52771267702028,13.442756624966744,0.0,-6.929,0.232,0.2707759989463275
229.51138,Word,Amalgama,177,62.45043401266267,73.49624062583884,0.457,-4.198,0.398,0.0
205.58322,DJ Quik,Born and Raised In Compton,154,25.740691357324597,74.66588588820326,0.025,-6.998,0.312,0.0
127.05914,Hank Locklin,"b""Were Gonna Go Fishin""",76,31.523654588081417,41.66767365941926,0.826,-12.772,0.936,0.4944895175021134
44.35546,BT,Robbers Kill Cop,20,20.353705000532084,92.90968443926134,0.0,-18.147,0.0,0.3041695034352751
203.83302,2-4 Grooves feat. Reki D.,Relax,103,25.048157117859482,71.20770757813678,0.648,-7.661,0.629,0.0
176.50893,The Jordanaires,Sweet By And By,150,56.06086229181183,17.172810142586293,0.526,-17.308,0.595,0.0
140.66893,Descendents,Orgofart,47,13.639368629090798,87.2769799277529,0.006,-28.347,0.127,0.5194485814940588
201.09016,L.A. Guns,Bitch Is Back,110,58.93295264845989,74.96184026880115,0.608,-2.869,0.505,0.0
254.79791,Bare Jr.,Naked Albino,152,97.16959644059048,54.48169995743491,0.647,-7.309,0.54,0.0
143.0722,Shelley Fabares,Johnny Loves Me (LP Version),56,52.77345216091821,5.5456125542380335,0.675,-15.351,0.353,0.0
163.49995,Norrie Paramor,Dearly Beloved,50,87.21114187299311,75.8328671458752,0.753,-25.694,0.629,0.0
289.64526,Gary Hobbs,The Look Of Love,903,60.15140304855393,10.997817231522111,0.403,-9.435,0.578,0.0
124.15955,Diesel Boy,Cooler Than You,272,86.14111562560342,30.314759158885064,0.724,-4.793,0.583,0.4056521961596926
167.3922,Angelo Badalamenti,Taryns Deepest Fear,96,28.274159611453374,9.203238175984229,0.694,-17.623,0.591,0.4454545254934259
321.35791,Cradle Of Filth,Summer Dying Fast,248,14.775722414554703,25.60171339601861,0.341,-6.2,0.369,0.0
263.94077,Jim Chappell,Still,79,30.845507450741362,6.8013048792342605,0.693,-19.821,0.528,0.0
341.36771,Ladybug,Snapshot,179,48.51644802465176,26.541950197880094,0.432,-9.632,0.304,0.0
333.13914,Bandido,End Of The Road (Head Horny\x19s Remix),801,35.328119662311394,54.95690315877984,0.598,-5.671,0.532,0.0
349.12608,Brixx,7 Miles,198,95.26193853975008,24.769570751294612,0.7,-11.708,0.319,0.0
168.56771,Nine Inch Nails,The Frail,91,21.337385530986886,85.57127639930452,0.576,-16.968,0.621,0.0
350.71955,Susana Seivane,Para Milladoiro,220,3.0579660158605027,20.464349352775624,0.881,-13.038,0.901,0.0
175.62077,Leland Martin,Stone Cold Fingers (Bonus Track),111,93.46626326238227,55.93679952169593,0.852,-10.647,0.743,0.0
190.24934,Test Icicles,Snowball,51,8.257817835777958,51.066123175443664,0.441,-4.172,0.326,0.5430528641992896
255.16363,Heaven 17,"b""(We Dont Need This) Fascist Groove Thang""",160,53.22918046219246,46.30882998059115,0.473,-10.756,0.505,0.0
120.2673,React,Drunk Alone,278,16.047491478095978,29.93705111369116,0.634,-3.422,0.52,0.0
557.26975,Sven Tasnadi,Charisma,287,22.811039348263705,40.972773597902034,0.259,-12.26,0.462,0.0
187.53261,Mance Lipscom,Going Down Slow,297,31.67288140462432,86.69195274963852,0.681,-23.527,0.541,0.3509795063714294
295.60118,Scott Wesley Brown,All Rise,168,29.5779032395031,88.53959357003053,0.783,-9.435,0.704,0.0
252.02893,Fl\xc3\xa1vio Jos\xc3\xa9,Jogo Limpo,175,20.254727500366965,37.297260473403405,0.372,-8.639,0.467,0.0
329.35138,Moss,Silent Hill,150,35.37481226519365,23.105870757688006,0.144,-7.672,0.287,0.5708506420788445
180.00934,Pery Ribeiro,Our Love Is Here To Stay,94,22.889652191587583,90.73658945014554,0.097,-13.668,0.325,0.0
244.45342,Soular,Everything Changes,115,19.08251588357214,5.838892746763569,0.516,-6.885,0.59,0.235846203279444
282.53995,Dimmu Borgir,Master Of Disharmony,223,82.95853245618878,80.57521508405821,0.34,-4.2,0.34,0.0
388.28363,Public Image Ltd,(This Is Not A) Love Song (Live),212,52.769656122308895,63.68739630929083,0.551,-16.433,0.583,0.263969820176701
345.93914,Gary Moore,What Are We Here For,217,31.174933490616308,44.487571454509414,0.04,-6.951,0.148,0.4471357962861778
243.1473,Pascal Sangla,Une petite pause,91,27.24270583469872,51.25290468174413,0.847,-14.737,0.639,0.0
261.74649,"b""The B-52s""",Wig,134,56.47126999150361,18.95989633530415,0.427,-9.628,0.398,0.7140465527721864
172.25098,Dakis,Perasmena Mesanihta,191,86.91315837884385,50.202803618225644,0.558,-8.46,0.54,0.0
216.60689,Sex Pistols,God Save the Queen (Live),129,61.10889514770778,11.072094251039344,0.558,-3.736,0.533,0.4137398358601097
363.59791,Chris Brown,Forever,209,25.53036682763441,36.925705397346285,0.638,-4.376,0.371,0.0
271.77751,Deekline & Wizard,Sun Is Shining,135,95.5548784463058,57.30717137035243,0.674,-6.947,0.556,0.319565986882865
330.65751,Daniela Dess\xc3\xac,New Age,197,89.2024354549037,5.50401390933869,0.706,-12.279,0.629,0.0
133.27628,Hem,Have Yourself A Merry Little Christmas,191,1.4697994202130027,51.7451480123462,0.783,-15.736,0.674,0.3603705827121406
264.69832,Lily Allen,U Killed It,170,27.018230880871474,92.20845996271623,0.594,-5.871,0.509,0.5669884440404037
228.51873,Pentangle,Rain And Snow,673,78.46337062059054,12.718150152882101,0.579,-12.053,0.405,0.0
240.3522,DJ Dips,Gerra De De,113,71.30816983999404,55.30741639489744,0.611,-6.248,0.544,0.0
145.57995,Ana Bekuta,Kako mi je pitas sad,74,82.7262570250576,69.90015539130444,0.757,-13.703,0.637,0.0
235.80689,Jason Miles,Voices On The Corner,98,30.387565125899386,98.57113564086293,0.391,-9.716,0.316,0.2538347361322313
192.1824,Busdriver,(Bloody Paw On The) Kill Floor,123,44.11479219296769,29.27542999970213,0.211,-6.258,0.363,0.5194030457366698
418.87302,Byther Smith,I Wish My Mother Was Here,268,48.58968964160225,81.17089479034318,0.826,-11.702,0.912,0.4373517613872757
198.26893,Bebo & Cigala,Inolvidable,430,53.315618291312596,76.95504701899392,0.414,-14.509,0.485,0.6765489056009939
420.10077,Bizarre Inc,Miracle,242,17.35106476961229,64.0486642561129,1.0,-9.062,0.726,0.0
397.26975,Bongzilla,Witch Weed (Live),151,24.94724532230297,28.198896249000082,0.535,-6.788,0.333,0.4605412813586578
229.79873,The Gone Jackals,Not Buried Deep Enough,169,28.31173377920534,10.866775094825798,0.685,-12.772,0.418,0.4952936212921635
150.64771,The Willis Brothers,Give Me 40 Acres (To Turn This Rig Around),98,13.000330114924974,81.08192194995166,0.804,-9.258,0.728,0.0
286.14485,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,Ernesto Nazareth,267,38.470800564997795,64.24533361644413,0.206,-24.597,0.323,0.0
384.70485,S.U.P,The Cube (Live),212,65.66364026680095,69.89148836032633,0.582,-8.161,0.606,0.0
415.03302,Boogie Pimps,Get Back Down,187,54.107104680725904,8.524506602322058,0.46,-6.751,0.716,0.0
133.53751,Brian Keane,Battle Of The Rosebud / Cries,77,55.48322280998102,93.89888887681379,0.0,-29.295,0.0,0.0
266.70975,Aberdeen,Beyond the Light,131,35.2767024706506,41.16675766393926,0.731,-12.658,0.577,0.0
284.3424,The Killers,Spaceman,178,62.28171804976984,86.97333479773344,0.49,-6.546,0.469,0.0
